proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Reflection\Descriptor\IDescriptor.vb,53,41,3,9,1,3,0,0,0,2440,2.44 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Reflection\Descriptor\MessageDescriptor.vb,239,118,25,96,1,11,2,4,0,11875,11.88 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Reflection\Descriptor\MethodDescriptor.vb,129,50,15,64,1,7,2,0,0,4988,4.99 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Reflection\Descriptor\OneofDescriptor.vb,132,55,17,60,1,4,2,1,0,5438,5.44 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Reflection\Descriptor\PackageDescriptor.vb,70,34,6,30,1,3,1,0,0,3009,3.01 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Reflection\Descriptor\ServiceDescriptor.vb,91,43,9,39,1,3,2,1,0,3832,3.83 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\ByteArray.vb,75,41,6,28,1,0,2,0,0,3255,3.25 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\ByteString.vb,324,158,38,128,3,3,4,18,2,13791,13.79 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\CodedInputStream.vb,1178,402,171,605,1,6,15,33,0,48001,48.00 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\CodedOutputStream.ComputeSize.vb,276,120,37,119,1,0,0,22,0,10917,10.92 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\CodedOutputStream.vb,664,279,70,315,1,2,44,2,0,28374,28.37 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\LimitedInputStream.vb,111,34,15,62,1,5,4,2,0,4152,4.15 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\Stream\OutOfSpaceException.vb,16,4,3,9,1,0,1,0,0,443,443 B
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Any.vb,298,102,39,157,2,6,7,6,0,11612,11.61 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\AnyPartial.vb,104,61,9,34,1,0,0,5,0,5724,5.72 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Duration.vb,256,60,39,157,2,6,7,6,0,10062,10.06 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\DurationPartial.vb,242,122,19,101,1,0,1,6,3,12645,12.64 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Empty.vb,149,15,29,105,2,4,7,6,0,5836,5.84 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\FieldMask.vb,345,208,28,109,1,4,6,6,0,12494,12.49 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\FieldMaskPartial.vb,119,56,10,53,1,0,0,3,0,5886,5.89 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\FieldMaskReflection.vb,27,2,6,19,1,1,1,0,0,1452,1.45 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\SourceContext.vb,178,13,34,131,2,5,7,6,0,7104,7.10 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\ValuePartial.vb,101,58,6,37,1,0,0,6,0,4803,4.80 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Api\Api.vb,367,54,60,253,1,10,6,6,0,15239,15.24 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Api\ApiReflection.vb,27,2,6,19,1,1,1,0,0,2845,2.85 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Api\Method.vb,350,31,58,261,1,10,6,6,0,13366,13.37 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Api\Mixin.vb,261,88,33,140,1,5,6,6,0,9555,9.55 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Struct\KindOneofCase.vb,14,1,2,11,1,0,0,0,0,339,339 B
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Struct\ListValue.vb,140,9,26,105,1,4,6,6,0,5498,5.50 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Struct\NullValue.vb,22,9,2,11,1,0,0,0,0,623,623 B
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Struct\Struct.vb,154,16,29,109,1,4,6,6,0,6095,6.09 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Struct\StructReflection.vb,27,2,6,19,1,1,1,0,0,2625,2.62 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Struct\Value.vb,363,32,57,274,1,10,7,6,0,14694,14.69 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Timestamp\TimeExtensions.vb,75,51,4,20,1,0,0,3,0,3843,3.84 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Timestamp\Timestamp.vb,247,69,35,143,1,5,6,6,0,9371,9.37 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Timestamp\TimestampPartial.vb,225,119,18,88,1,0,0,8,3,13003,13.00 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Timestamp\TimestampReflection.vb,26,2,6,18,1,1,1,0,0,1514,1.51 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\Enum.vb,277,23,48,206,1,8,6,6,0,11139,11.14 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\EnumValue.vb,208,15,36,157,1,6,6,6,0,7712,7.71 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\Field.vb,456,45,72,339,1,13,6,6,0,16687,16.69 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\FieldTypes.vb,138,76,2,60,3,0,0,0,0,4684,4.68 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\Option.vb,194,12,36,146,1,5,6,6,0,7035,7.04 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\Syntax.vb,25,9,3,13,1,0,0,0,0,647,647 B
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\Type.vb,310,29,54,227,1,9,6,6,0,12376,12.38 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Type\TypeReflection.vb,27,2,6,19,1,1,1,0,0,4562,4.56 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\BoolValue.vb,150,9,28,113,1,4,6,6,0,5219,5.22 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\BytesValue.vb,153,9,29,115,1,4,6,6,0,5370,5.37 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\DoubleValue.vb,149,9,27,113,1,4,6,6,0,5230,5.23 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\FloatValue.vb,150,9,28,113,1,4,6,6,0,5214,5.21 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\Int32Value.vb,150,9,28,113,1,4,6,6,0,5251,5.25 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\Int64Value.vb,150,9,28,113,1,4,6,6,0,5246,5.25 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\StringValue.vb,150,9,28,113,1,4,6,6,0,5337,5.34 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\UInt32Value.vb,150,9,28,113,1,4,6,6,0,5275,5.28 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\UInt64Value.vb,150,9,28,113,1,4,6,6,0,5274,5.27 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\Wrappers.vb,31,4,8,19,1,1,1,0,0,3394,3.39 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,Google.Protobuf\WellKnownTypes\Wrappers\WrappersPartial.vb,40,32,1,7,1,0,0,0,0,2042,2.04 KB
G:\GCModeller\src\runtime\Darwinism\src\message\Google.Protobuf\Google.Protobuf.vbproj,<project>,25461,6840,3600,15021,190,502,552,611,8,1117098,1.12 MB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Captcha.vb,296,16,24,256,1,5,2,1,0,12403,12.40 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\IProtocolHandler.vb,78,14,19,45,8,0,2,2,0,2570,2.57 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\ServerModule.vb,107,28,18,61,2,3,4,4,0,4393,4.39 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpServicesSocket.vb,318,97,50,171,1,5,10,6,0,13686,13.69 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\HTTP\WebCrawling.vb,174,9,26,139,1,0,1,5,0,7016,7.02 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\HTTP\WebSaveAs.vb,84,17,17,50,1,0,1,1,0,2843,2.84 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\HTTP\iana.org\MediaTypes.vb,23,14,1,8,1,3,0,1,0,1068,1.07 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Pipeline\API.vb,94,22,14,58,2,1,0,5,0,3518,3.52 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Pipeline\PipeBuffer.vb,49,0,12,37,1,2,2,1,0,1904,1.90 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Pipeline\Pipeline.vb,87,14,15,58,1,0,1,3,0,3352,3.35 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Pipeline\PipeStream.vb,31,3,9,19,1,1,2,1,0,746,746 B
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Reflection\AppMgr.vb,65,12,13,40,1,2,1,3,0,2241,2.24 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Reflection\ProtocolAttribute.vb,88,40,10,38,1,2,2,3,0,3951,3.95 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Reflection\ProtocolHandler.vb,171,33,25,113,1,2,1,8,0,7783,7.78 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Reflection\ProtocolInvoker.vb,53,3,8,42,1,0,1,4,0,2007,2.01 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Streams\Array.vb,96,0,22,74,4,0,12,4,0,2939,2.94 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Streams\ArrayAbstract.vb,38,6,6,26,1,1,1,0,0,1401,1.40 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Streams\ArrayBase.vb,74,6,16,52,1,0,2,2,0,2790,2.79 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Streams\String.vb,75,3,18,54,1,2,5,2,0,2146,2.15 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\Protocol\Streams\VarArray.vb,73,8,16,49,1,0,3,0,0,2469,2.47 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpRequest\NetResponse.vb,684,476,39,169,1,82,0,1,0,37292,37.29 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpRequest\StateObject.vb,81,34,14,33,1,0,2,1,0,2871,2.87 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpRequest\TcpRequest.vb,249,72,42,135,3,0,12,7,0,10015,10.02 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\ClientMetadata.vb,98,0,24,74,1,6,2,0,0,2671,2.67 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\ConnectionEventArgs.vb,24,9,5,10,1,2,1,0,0,735,735 B
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\DataReceivedEventArgs.vb,23,9,4,10,1,2,1,0,0,693,693 B
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\DataSentEventArgs.vb,23,9,4,10,1,2,1,0,0,659,659 B
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\DisconnectReason.vb,24,15,1,8,1,0,0,0,0,710,710 B
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\SimpleTcpKeepaliveSettings.vb,83,27,9,47,1,5,1,0,0,3611,3.61 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\SimpleTcpStatistics.vb,59,25,8,26,1,4,2,1,0,1950,1.95 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\TcpClient\SimpleTcpClient.vb,1065,190,159,716,1,7,26,2,0,50717,50.72 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\TcpClient\SimpleTcpClientEvents.vb,61,18,15,28,1,0,5,0,0,1812,1.81 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\TcpClient\SimpleTcpClientSettings.vb,178,51,26,101,1,8,1,0,0,6583,6.58 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\TcpServer\SimpleTcpServer.vb,1053,147,174,732,1,9,17,5,0,47963,47.96 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\TcpServer\SimpleTcpServerEvents.vb,61,18,15,28,1,0,5,0,0,1821,1.82 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\TcpSocket\TcpServer\SimpleTcpServerSettings.vb,172,50,25,97,1,7,1,0,0,6276,6.28 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,networking\test\Program.vb,28,0,6,22,1,0,3,0,0,660,660 B
G:\GCModeller\src\runtime\Darwinism\src\networking\networking.vbproj,<project>,6040,1495,909,3636,51,163,133,73,0,258265,258.26 KB
G:\GCModeller\src\runtime\Darwinism\src\networking\test\test.vbproj,test\Program.vb,28,0,6,22,1,0,3,0,0,660,660 B
G:\GCModeller\src\runtime\Darwinism\src\networking\test\test.vbproj,<project>,28,0,6,22,1,0,3,0,0,660,660 B
../,<root>,86970,20730,12972,53268,836,1610,1742,3002,20,3716588,3.72 MB
